会社名,住所,電話番号
鮨酒場 天王寺あべの スシトフジ,大阪府大阪市阿倍野区阿倍野筋2-4-40 DAIMATSU BLD1F,06-6626-2770
食堂カフェpotto あべのキューズモール店,大阪府大阪市阿倍野区阿倍野筋1-6-1 あべのキューズモール4F,06-6556-6649
釜焼きピッツァとイタリアン食べ放題 チーズミート 天王寺店,大阪府大阪市阿倍野区阿倍野筋1-5-1 あべのルシアス16F,06-6586-6635
炉端と海鮮 天王寺居酒屋 本店,大阪府大阪市阿倍野区阿倍野筋1-5-1 あべのルシアス16F,06-6568-9910
厚切り仙台牛タンと黒毛和牛食べ放題 焼肉倶楽部 天王寺店,大阪府大阪市阿倍野区阿倍野筋1-5-1 あべのルシアス16F,06-6568-9025
肉×鍋×韓国料理 韓国バル OKOGE天王寺店,大阪府大阪市阿倍野区阿倍野筋2-4-47 アメリカンビルB1・2F,080-4424-9227
COMMA，（カンマ）天王寺店,大阪府大阪市阿倍野区阿倍野筋1-2-17 巴ビル3F,070-3146-6855
双葉,大阪府大阪市阿倍野区阿倍野筋1-6-1 あべのキューズタウンB1,06-6556-9428
寿し割烹 魚市 あべのアポロビル本店,大阪府大阪市阿倍野区阿倍野筋1-5-31 きんえいアポロビルB2,06-6649-4652
個室空間×創作ダイニング みやび アポロビル店,大阪府大阪市阿倍野区阿倍野筋1-5-31 きんえいアポロビル10F,050-1809-2711
串天居酒屋 赤のれん あべのキューズモール店,大阪府大阪市阿倍野区阿倍野筋1-6-1 あべのキューズタウンB1,06-6631-8261
五の五 あべのルシアス店,大阪府大阪市阿倍野区阿倍野筋1-5-1 あべのルシアスB1,06-6964-8878
一鳥一炭 あべのキューズモール店,大阪府大阪市阿倍野区阿倍野筋1-6-1 あべのキューズモール4F,06-6556-7123
やっぱりステーキ 天王寺あべのウォーク店,大阪府大阪市阿倍野区阿倍野筋1-6-1 あべのキューズタウンB1,06-6599-9303
札幌スープカレーJACK 西田辺店,大阪府大阪市阿倍野区西田辺町1-2-6 LUZビル1F,06-6654-8780
樹林,大阪府大阪市阿倍野区 西田辺町2-9-29 平井マンション1F,06-6694-4361
珈琲館 あべのベルタ店,大阪府大阪市阿倍野区 阿倍野筋3-10-1 あべのベルタB2,06-6641-8535
クッチーナ・サイトウ,大阪府大阪市阿倍野区 阪南町1-46-6 パレスST1F,06-6628-2154
KITCHEN＆BAR O2,大阪府大阪市阿倍野区 西田辺町2-11-6 シャトー鶴ヶ丘1F,06-6697-9002
牡蠣 やまと,大阪府大阪市阿倍野区 旭町2-1-2 あべのポンテ1F,06-6636-5959
老麺・餃子専門店・亭亭,大阪府大阪市阿倍野区 阪南町5-17-1 ルミナス西田辺1F,06-6627-5088
イタリアントマトカフェJr． あべのルシアス店,大阪府大阪市阿倍野区 阿倍野筋1-5-1 あべのルシアスB1,06-4396-0577
PERLS,大阪府大阪市阿倍野区 阿倍野筋1-3-21 岸本ビル1F,06-6624-4549
炭匠 きしもと,大阪府大阪市阿倍野区 昭和町1-8-2 レガート昭和1F,06-6167-8444
立呑酒処 赤垣屋 あべの店,大阪府大阪市阿倍野区 阿倍野筋1-6-1 ヴィアあべのウォーク133,06-6556-7008
信州そば処そじ坊 あべのルシアス店,大阪府大阪市阿倍野区 阿倍野筋1-5-1 あべのルシアスビルB1,06-4396-2610
大起水産 回転寿司 あべのキューズモール店,大阪府大阪市阿倍野区 阿倍野筋1-6-1 あべのキューズモール4F,06-6636-2335
ホリーズカフェ あべのAITビル店,大阪府大阪市阿倍野区 阿倍野筋2-1-29 AITビル1F,06-6627-1155
中国料理 昇龍,大阪府大阪市阿倍野区 阪南町5-10-1 シャガール西田辺1F,06-6622-1275
三田製麺所 阿倍野店,大阪府大阪市阿倍野区 阿倍野筋1-3-20 木村ビルB1,06-4399-3838
鉄板焼＆ワイン En 〜えん〜,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス14F,06-6623-5444
串かつ でんがな あべのルシアス店,大阪府大阪市阿倍野区 阿倍野筋1-5-1 あべのルシアスB1,06-4396-6055
中国家庭料理 彩花,大阪府大阪市阿倍野区 阪南町5-9-7 六白ビル1F,06-6624-1073
アベノ珉珉,大阪府大阪市阿倍野区 阿倍野筋1-6-1 ViaあべのWalkB1,06-6649-5926
あべの酒場,大阪府大阪市阿倍野区 阿倍野筋1-5-1 あべのルシアスB1,06-6649-2201
Shotbar LOGOUT,大阪府大阪市阿倍野区 阪南町5-10-1 シャガール西田辺2F,06-6625-0167
カフェチャオプレッソ あべのハルカス店,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス17F,06-6654-4603
Bar Face to Face 阿倍野,大阪府大阪市阿倍野区 阿倍野筋2-4-48 金村ビル1F,06-6624-8900
もんじゃ麦 あべの店,大阪府大阪市阿倍野区 阿倍野筋1-2-5 IKOIビル3F,06-6654-7832
豚屋とん一 あべのキューズモール店,大阪府大阪市阿倍野区 阿倍野筋1-6-1 あべのキューズモール 3F,06-6647-0770
Coffee House 再會,大阪府大阪市阿倍野区 昭和町1-20-22 朝日プラザ1F,06-6622-1059
折衷料理 Nakajima,大阪府大阪市阿倍野区 阿倍野筋3-1-3 マンション松山1F,06-6629-7735
ダドガド,大阪府大阪市阿倍野区 北畠1-7-11 北畠ステーション1F,06-6629-7019
きたむら,大阪府大阪市阿倍野区 阿倍野筋3-10-1 あべのベルタB1,06-6641-8551
鶏白湯らーめん 自由が丘蔭山 あべのキューズモール店,大阪府大阪市阿倍野区 阿倍野筋1-6-1 あべのキューズモール4F,06-6567-8584
自家製手打 やおきうどん,大阪府大阪市阿倍野区 昭和町5-12-3 レジデンス西田辺 1F,06-7173-1592
Ganchi,大阪府大阪市阿倍野区 阪南町2-20-2 昭和フラッツ1F,06-6625-7566
串揚げ処つくし,大阪府大阪市阿倍野区 昭和町2-3-3 センチュリーロイヤル 1F,06-6654-5475
寿司 鈴若,大阪府大阪市阿倍野区 旭町2-1-1 あべのマルシェ西館120,06-6585-9337
ラーメン家 みつ葉 あべの出張所,大阪府大阪市阿倍野区 阿倍野筋1-2-30 あべのHOOP B1,06-6626-2754
TEPPANkeyJACK,大阪府大阪市阿倍野区 昭和町1-4-33 トーシン阿倍野1F,06-6657-7333
韓国料理居酒屋 福・ん,大阪府大阪市阿倍野区 昭和町1-5-1 新谷ビル1F,06-7222-9905
ハワイアンBBQ Mahalo,大阪府大阪市阿倍野区 阿倍野筋3-10-1 あべのベルタ B2,06-6684-8955
カルビ火山あべのHOOP店,大阪府大阪市阿倍野区阿倍野筋1-2-30 あべのHOOP地下1F,06-6626-2757
サイゼリヤ 阿倍野橋店,大阪府大阪市阿倍野区松崎町2-3-47 NADISあべの1F,06-6625-6160
サムギョプサルと韓国料理 コギソウル 天王寺店,大阪府大阪市阿倍野区松崎町2-3-53 杉本ビル2F,080-3495-1491
寿司と天ぷら だるま道場 天王寺店,大阪府大阪市阿倍野区松崎町2-3-53 杉本ビル1F,080-3495-0354
天王寺焼とりporc,大阪府大阪市阿倍野区松崎町2-3-53 清光ビル3F,06-6655-1011
全席個室 楽蔵‐RAKUZO‐ あべのごちそうビル店,大阪府大阪市阿倍野区阿倍野筋1-1-61 新宿ごちそうビル6F,050-2018-8997
サカナのめしや 天端,大阪府大阪市阿倍野区阿倍野筋1-6-1 ヴィアあべのウォーク1F,06-6684-8882
BODEGA,大阪府大阪市阿倍野区昭和町5-12-14 田村ビル1F,06-6623-0188
炭焼屋 しんりき,大阪府大阪市阿倍野区阿倍野筋1-6-1 viaあべのウォーク1F,06-6634-6634
地鶏と沖縄琉球しゃぶしゃぶ 個室居酒屋 くろ凪 天王寺店,大阪府大阪市阿倍野区阿倍野筋1-1-61 新宿ごちそうビル7F,070-3270-6398
珈琲館 天王寺店,大阪府大阪市阿倍野区 阿倍野筋1-5-36 阿倍野センタービルB2F,06-6644-9464
明治屋,大阪府大阪市阿倍野区 阿倍野筋1-6-1 ヴィアあべのウォーク 1F,06-6641-5280
バー ミスタータナカ,大阪府大阪市阿倍野区 阿倍野筋1-3-15 阿倍野共同ビルB1,06-6624-2348
阿倍野 串一,大阪府大阪市阿倍野区 松崎町2-3-53 川上ビル1F,06-6622-8803
HOTEL TRUSTY OSAKA ABENO 鉄板焼 凛庭 RIN-TEI,大阪府大阪市阿倍野区 阿倍野筋1-5-10-300 HOTEL TRUSTY OSAKA ABENO,06-6530-0011
ドマーニ,大阪府大阪市阿倍野区 阿倍野筋1-1-61 新宿ごちそうビル2F,06-6616-7216
炭火焼肉酒家 牛角 天王寺店,大阪府大阪市阿倍野区 阿倍野筋1-1-61 新宿ごちそうビル4F,06-6626-5629
鉄板キュイジーヌ セルペペ,大阪府大阪市阿倍野区 文の里1-8-21 アークビル1F,06-6629-0211
やまちゃん本舗,大阪府大阪市阿倍野区 松崎町2-3-53 川上ビル2F,06-6622-3399
花もりアイス そうや,大阪府大阪市阿倍野区 三明町2-10-16 第2ウエムラビル1F,06-6627-2387
まやかし,大阪府大阪市阿倍野区 昭和町5-12-4 プラザ志ビル1F,06-6623-8626
nico flower garden,大阪府大阪市阿倍野区 阿倍野筋1-6-1 キューズタウンヴィアあべのウォーク1F,06-6636-0025
酒房 ワビスケ,大阪府大阪市阿倍野区 阿倍野筋1-5-1 あべのルシアス地下1F,06-6647-0039
鮨処こに志,大阪府大阪市阿倍野区 旭町2-1-2 あべのポンテ 1F 109,06-6634-5240
焼肉 まる五,大阪府大阪市阿倍野区 天王寺町北2-5-24 山崎メゾン1F,06-6777-3511
麺屋 たにぐち,大阪府大阪市阿倍野区 阿倍野筋1-6-1 ViaあべのWalk1F,06-6641-6555
仙臺たんや利久 あべのハルカス店,大阪府大阪市阿倍野区阿倍野筋1-1-43 あべのハルカス近鉄本店12F,06-6627-7011
丸亀製麺 あべのキューズモール店,大阪府大阪市阿倍野区阿倍野筋1-6-1 %0Dあべのキューズモール3F,06-6631-0900
ニユートーキヨー あべのハルカス店,大阪府大阪市阿倍野区阿倍野筋1-1-43 あべのハルカス近鉄本店12F,06-6625-2602
KICHIRI 天王寺,大阪府大阪市阿倍野区阿部野橋筋1-1-61 新宿ごちそうビル5F,06-6615-8978
Mil｀s Kitchen,大阪府大阪市阿倍野区昭和町5-12-13 近藤ビル1〜2F,080-6164-9996
cafe grainfield,大阪府大阪市阿倍野区 阿倍野筋1-4-11 アパホテル 天王寺駅前 1F,06-6645-8338
おっさん寿司,大阪府大阪市阿倍野区 阿倍野筋1-1-61 新宿ごちそうビルB2F,06-6624-5988
Bar M,大阪府大阪市阿倍野区 松崎町2-3-20 K3ビル2F,06-6623-8868
Cafe Morozoff あべのハルカス近鉄本店,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス近鉄本店4F,06-6625-2396
AUNTSTELLA’S ステラおばさんのクッキー 阿倍野ごちそうビル店,大阪府大阪市阿倍野区 阿倍野筋1-1-61 新宿ごちそうビルB2F,06-6621-3557
BAR PLUS,大阪府大阪市阿倍野区 阿倍野筋1-1-43 大阪マリオット都ホテル19F,06-6628-6187
551蓬莱 アベノ近鉄店,大阪府大阪市阿倍野区 阿倍野筋1-1-43 近鉄百貨店B2F,06-6623-5534
傳右衛門,大阪府大阪市阿倍野区 松崎町2-3-20 K‐3ビル1F,06-6657-5334
カレーショップ 南十字星,大阪府大阪市阿倍野区 阿倍野筋2-4-48 B1-3 紀泉ビル,06-6629-1107
LOUNGE PLUS,大阪府大阪市阿倍野区 阿倍野筋1-1-43 大阪マリオット都ホテル19F,06-6628-6187
牛カツ専門店 京都勝牛 あべの新宿ごちそうビル,大阪府大阪市阿倍野区 阿倍野筋1-1-61 あべの新宿ごちそうビル1F,06-6628-6605
漁火,大阪府大阪市阿倍野区 天王寺町北3-2-3 ネオコーポ阿倍野1F-102,06-7173-8839
ビフテキ重・肉飯＆DELI ロマン亭 あべの店,大阪府大阪市阿倍野区 阿倍野筋1-6-1 イトーヨーカドーあべの店B1,06-6567-9629
鶏魚Kitchen ゆう あべのキューズタウン店,大阪府大阪市阿倍野区阿倍野筋1-6-1 あべのキューズモール ヴィアあべのウォーク1F,06-6641-6555
お好み焼き はやし,大阪府大阪市阿倍野区 旭町2-1-1 あべのマルシェ東館住宅棟1F,06-6631-7237
王冠,大阪府大阪市阿倍野区 阿倍野筋1-1-43 大阪阿部野橋駅 改札外 B1,06-6624-7115
モスバーガーあべのキューズモール店,大阪府大阪市阿倍野区 阿倍野筋1-6-1 あべのキューズモール3F Q-FC-08,06-6633-6155
ヴィアあべのウォーク 大衆酒場 正宗屋,大阪府大阪市阿倍野区 阿倍野筋1-6-1 ヴィアあべのウォーク ノースエリア1F,06-6641-1730
柿千 あべのハルカス近鉄本店,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス近鉄本店 B2F,06-6624-1111
和食うおまん あべのハルカス店,大阪府大阪市阿倍野区阿倍野筋1-1-43 あべのハルカス近鉄本店タワー館14F,06-6115-7002
日本料理 花外楼 あべのハルカスダイニング店,大阪府大阪市阿倍野区阿倍野筋1-1-43 あべのハルカス近鉄本店タワー館14F,06-6625-2368
あるにあらむ,大阪府大阪市阿倍野区阿倍野筋1-1-43 あべのハルカス近鉄本店タワー館9F,06-6627-7370
エ・オ＜ベルナール・ロワゾー・スィニャテュール＞,大阪府大阪市阿倍野区阿倍野筋1-1-43 あべのハルカス近鉄本店タワー館14F,06-6654-6446
日本料理 大乃や あべのハルカスダイニング,大阪府大阪市阿倍野区阿倍野筋1-1-43 あべのハルカス近鉄本店タワー館13F,06-6625-2726
丸福珈琲店 近鉄あべのハルカス店,大阪府大阪市阿倍野区阿倍野筋1-1-43 あべのハルカス近鉄本店タワー館5F,06-6625-2647
神戸元町ドリア あべのハルカスダイニング店,大阪府大阪市阿倍野区阿倍野筋1-1-43 あべのハルカス近鉄本店タワー館13F,06-6657-4309
個室和食居酒屋 なかの家 あべのハルカス店,大阪府大阪市阿倍野区阿倍野筋1-1-43 あべのハルカス近鉄本店タワー館13F,06-6627-7222
夜景と楽しむ寿司会席・回転寿し 仁,大阪府大阪市阿倍野区阿倍野筋1-1-43 あべのハルカス近鉄本店タワー館13F,06-6627-9505
粋花KYK あべのハルカスダイニング店,大阪府大阪市阿倍野区阿倍野筋1-1-43 あべのハルカス近鉄本店タワー館12F,06-6625-2357
サンマルコ 近鉄あべのハルカス店,大阪府大阪市阿倍野区阿倍野筋1-1-43 あべのハルカス近鉄本店ウィング館B2,06-6629-2631
Cafe＆BAR KIKI Dogsalon,大阪府大阪市阿倍野区 阿倍野筋1-6-1 あべのキューズタウン内ViaあべのWalk1F,06-6636-3343
昭和町ボストン あべのハルカスダイニング店,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス近鉄本店タワー館12F,06-6654-6745
KIEFEL COFFEE あべのハルカス店,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス 近鉄本店ウイング館 6F,06-4703-3345
UCCカフェプラザ 近鉄あべのハルカス店,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス近鉄本店ウィング館7F,06-4703-3703
カフェ 英國屋 あべのハルカス店,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス近鉄本店タワー館13F,06-6622-3219
お日さまのえがお あべのハルカス店,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス近鉄本店タワー館13F,06-6627-0909
自家製麺 杵屋 あべのハルカス店,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス近鉄本店タワー館12F,06-6625-2362
回転寿司がんこ あべのハルカス店,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス近鉄本店タワー館B2,06-6654-7741
大阪釆なりうどん きらく あべのハルカス店,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス近鉄本店タワー館B2,06-6625-2391
丼丼亭 あべのハルカス店,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス近鉄本店タワー館B2,06-6625-2614
スターバックスコーヒー あべのsolaha店,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス近鉄本店ウィング館3F,06-6628-5123
Cafe＆Meal MUJI 近鉄あべのハルカス,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス近鉄本店ウイング館2F,06-6624-2260
ビストロ マルセル,大阪府大阪市阿倍野区 昭和町1-5-16 第2文の里ハイツ1F,06-7182-3220
cafe MaffoN 近鉄百貨店 あべのハルカス店,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス近鉄本店 ウイング館6F,06-6625-2305
石臼挽蕎麦 弦 あべのハルカス近鉄店,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス近鉄本店 12F(あべのハルカスダイニング),06-6654-9083
あべのキューズタウン 松屋うどん,大阪府大阪市阿倍野区 阿倍野筋1-6-1 あべのキューズタウン ヴィアあべのウォーク ノースエリア 1F,06-6644-6777
サンエバーコーヒー 近鉄あべのハルカス店,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス近鉄本店ウイング館B2F,06-6621-0055
コーヒーテイスター ハマヤ 1924,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス近鉄本店ウイング館B2F,06-6624-1111
矢場とん 大阪あべのハルカス店,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス近鉄本店ウイング館B2F,06-6627-8810
天ぷら 新宿つな八 あべのハルカスダイニング店,大阪府大阪市阿倍野区阿倍野筋1-1-43 あべのハルカス近鉄本店タワー館あべのハルカスダイニング13F,06-6625-2247
三宝庵あべのハルカスダイニング店,大阪府大阪市阿倍野区阿倍野筋1-1-43 あべのハルカス近鉄本店タワー館あべのハルカスダイニング13F,06-6626-4725
先斗入ル あべのハルカスダイニング店,大阪府大阪市阿倍野区 阿倍野筋1-1-43 あべのハル近鉄本店タワー館あべのハルカスダイニング12F,06-6625-2128
サーティワンアイスクリームあべのＨｏｏｐ店,大阪府大阪市阿倍野区阿倍野筋１-２-３０,050-1722-7715
中華そば専門店天下一品天王寺あべのウォーク店,大阪府大阪市阿倍野区阿倍野筋１-６-１,06-6632-0800
ケンタッキーフライドチキンあべのキューズモール店,大阪府大阪市阿倍野区阿倍野筋１-６-１,070-3305-7072
リンガーハット近鉄あべのハルカス店,大阪府大阪市阿倍野区阿倍野筋１-１-４３,06-6654-8082
サーティワンアイスクリームあべのキューズモール店,大阪府大阪市阿倍野区阿倍野筋１-６-１,050-1720-9369
スターバックスコーヒーあべのキューズモール店,大阪府大阪市阿倍野区阿倍野筋１-６-１,06-6643-9296
ミスタードーナツイトーヨーカドーあべのショップ,大阪府大阪市阿倍野区阿倍野筋１-６-１,06-6645-0085
