会社名,住所,電話番号
但馬ラーメン 春日森店,京都府宇治市 小倉町春日森6,0774-22-0612
天下一品 六地蔵店,京都府宇治市 六地蔵奈良町21-3,0774-38-1881
焼肉 韓亭 小倉店,京都府宇治市 宇治半白118-3,0774-25-7065
アーム,京都府宇治市 宇治妙楽169-6,0774-22-3955
鳥居珈琲店,京都府宇治市 六地蔵奈良町61-19,0774-32-9680
和庵,京都府宇治市 小倉町西浦62-18,0774-22-1883
宇治川,京都府宇治市 宇治蓮華2-2,0774-22-2628
イエローモンスターカフェ,京都府宇治市 小倉町蓮池130-48,0774-21-1990
第一旭槇島店,京都府宇治市 槇島町大川原6-2,0774-24-2328
市営茶室 対鳳庵,京都府宇治市 宇治塔川2,0774-23-3334
京阪宇治駅前 駿河屋,京都府宇治市 宇治東内16,0774-23-8191
よこやま珈琲,京都府宇治市 小倉町西浦5-9,0774-20-3239
ニンナナンナ,京都府宇治市 木幡御園69-2,0774-32-2256
レストラン平和,京都府宇治市 小倉町堀池7-13,0774-24-0492
おもにの力 六地蔵店,京都府宇治市 六地蔵奈良町28-1,0774-38-2566
増田茶舗,京都府宇治市 宇治蓮華21-3,0774-21-4034
三星園上林三入本店,京都府宇治市 宇治蓮華27-2,0774-21-2636
まつした食堂,京都府宇治市 小倉町西浦78-3,0774-23-8546
三国志,京都府宇治市 莵道丸山1-116,0774-20-3556
清庵,京都府宇治市 宇治妙楽169-1,0774-22-2689
喫茶バラ,京都府宇治市 明星町1-67-10,0774-20-4888
黄龍閣,京都府宇治市 五ケ庄三番割34,0774-32-3900
パセリ,京都府宇治市 小倉町蓮池169-16,0774-51-0235
総本家 大茶萬,京都府宇治市 宇治妙楽160-13,0774-21-2377
CHINESE RISTORANTE レン,京都府宇治市 小倉町西浦88-56,0774-66-2702
PizzeriedaENDO,京都府宇治市 木幡御園52-19,0774-32-7177
cafeらん,京都府宇治市 槇島町石橋38-2,0774-66-3402
ラーメン 田中九商店 平等院店,京都府宇治市 宇治蓮華9-1,0774-22-5797
山城広域振興局宇治総合庁舎食堂,京都府宇治市 宇治若森7-6,0774-21-2101
豚骨野郎 宇治店,京都府宇治市 宇治妙楽173-3,0774-23-3301
はな（藤）のれん,京都府宇治市 小倉町西浦62-19,0774-21-7799
ニクトタイヨウ,京都府宇治市 西笠取黒出1,075-634-9255
季節料理と天ぷらのお店 LovA,京都府宇治市 宇治壱番83,0774-24-5966
天丼 天ぷら本舗 さん天 宇治小倉店,京都府宇治市 小倉町久保68-5,0774-66-5411
通圓,京都府宇治市 宇治東内1,0774-21-2243
宇治紅茶館 ICHIMATSU COOKIE,京都府宇治市 宇治妙楽46-2,0774-25-3711
ハンバーガーダイナー ブループラネット,京都府宇治市 六地蔵町並40-23,0774-26-9869
お台所 roji,京都府宇治市 宇治妙楽171-14,0774-94-6243
魚とホルモン 七輪亭,京都府宇治市 小倉町西浦82-24,0774-24-3754
zaccafe PAKU ザッカフェパク,京都府宇治市 小倉町西浦99-32,0774-21-5181
いざかや明,京都府宇治市 莵道丸山38-13,0774-20-4183
スターバックスコーヒー 京都宇治平等院表参道店,京都府宇治市 宇治蓮華21-18,0774-25-7277
松阪園茶舗,京都府宇治市 宇治壱番131,0774-21-2991
京うどん 三よしや,京都府宇治市 宇治妙楽4-10,0774-23-5958
伍町カフェ,京都府宇治市 宇治壱番63,0774-25-3335
ミヤコパンダ,京都府宇治市 宇治半白19-11,0774-51-4088
大喜うな好,京都府宇治市 宇治妙楽169-8,0774-23-2377
mimaki,京都府宇治市 小倉町山際45-26,0774-23-1964
Matcha Republic 抹茶共和国,京都府宇治市 宇治妙楽26-2,0774-39-8996
はんなりかふぇ・京の飴工房 憩和井,京都府宇治市 宇治蓮華5-6,0774-23-0050
トスカーナの食卓,京都府宇治市 莵道丸山1-178,0774-24-4555
鮒栄,京都府宇治市 小倉町西浦88-22,0774-20-3425
カフェ＆工房 さぴゅいえ,京都府宇治市 宇治蔭山9-11,0774-23-0338
食う菜,京都府宇治市 莵道丸山1-182,0774-21-1230
異食家style よっしゃん,京都府宇治市 小倉町蓮池130-52,0774-20-0028
SPOON SPICE CURREY＆GOOD LIFE 宇治店,京都府宇治市 宇治又振65,0774-66-7070
たこ星,京都府宇治市 小倉町南浦30-132,07-7446-9234
おばんざいバル わっしょい,京都府宇治市 小倉町27-7-7,0774-77-0077
ラーメン 豚の心,京都府宇治市 小倉町久保67-1,0774-25-3388
afuhi,京都府宇治市 宇治妙楽17-7,0774-22-3888
喜撰坊,京都府宇治市西笠取下荘川東17,075-573-0774
乃んべい,京都府宇治市小倉町南堀池106-2,0774-77-3805
京料理 辰巳屋,京都府宇治市宇治塔川3-7,0774-21-3131
はせ川,京都府宇治市宇治壱番85-1,0774-21-2820
個室 京串揚げ あぶらや,京都府宇治市宇治壱番33-1,0774-22-2777
無添くら寿司 宇治槇島店,京都府宇治市槇島町本屋敷33-1,0774-21-6102
ゴーゴーカレー 宇治大久保店,京都府宇治市広野町茶屋裏8-6,0774-43-5755
山勝,京都府宇治市木幡御蔵山39-906,0774-33-8023
にぎり長次郎 小倉店,京都府宇治市小倉町老ノ木27,0774-23-6007
四季彩処 しんか,京都府宇治市槇島町薗場27-25,0774-23-7074
ルンビニ,京都府宇治市宇治弐番71-3,0774-22-1955
焼肉・ホルモン牛神（うしがみ）,京都府宇治市広野町茶屋裏6-2,0774-34-3938
ステーキのどん宇治店,京都府宇治市宇治壱番125-1,0774-20-2947
丸亀製麺 宇治店,京都府宇治市小倉町春日森13-1,0774-24-4546
朱々 宇治大久保店,京都府宇治市大久保町北ノ山101-5-1,0774-51-7484
鮎宗,京都府宇治市 宇治塔の川3,0774-22-3001
でんでん,京都府宇治市 莵道谷下り43-12,0774-23-0689
花,京都府宇治市 莵道平町9-5,0774-33-4040
宇治茶道場 匠の館,京都府宇治市 宇治又振17-1,0774-23-0888
まどか,京都府宇治市 大久保町南ノ口44-2,0774-41-7902
慶幸,京都府宇治市 広野町西裏105-3,0774-45-4455
いじっぱり,京都府宇治市 大久保町井ノ尻4-6,0774-46-0112
八剣伝 小倉店,京都府宇治市 小倉町老ノ木25,0774-28-4438
やきとり花,京都府宇治市 広野町西裏1-16,0774-46-4110
きくや,京都府宇治市 大久保町北ノ山98-1,0774-43-8611
清香園,京都府宇治市 莵道平町9-6,0774-31-6659
炭火焼肉ながとや,京都府宇治市 宇治宇文字2-53,0774-24-8815
明石,京都府宇治市 大久保町南ノ口43-15,0774-43-7256
鶴よし,京都府宇治市 小倉町南堀池94-6,0774-23-3830
海雲亭 槙島店,京都府宇治市 槙島町大川原3-1,0774-20-4129
たかせ川,京都府宇治市 五ケ庄西川原32-20,0774-31-2046
乙福,京都府宇治市 木幡北山畑19-36,0774-31-8557
志げる鮨,京都府宇治市 五ケ庄西浦38-11,0774-32-5997
満る安,京都府宇治市 伊勢田町遊田63-59,0774-23-0051
琴乃冨士,京都府宇治市 伊勢田町名木1-1-252,0774-46-0833
広東,京都府宇治市 大久保町北ノ山101-5,0774-43-4520
若,京都府宇治市 木幡内畑23-22,0774-32-9411
brio factory ristorante,京都府宇治市 槇島町吹前55-2,0774-25-0800
マダン黄檗店,京都府宇治市 五ケ庄折坂63-2,0774-31-5032
和風屋えん,京都府宇治市 五ケ庄折坂21-66,0774-31-8476
らくかふぇ,京都府宇治市 五ケ庄平野45-1,0774-32-0440
Ai乃,京都府宇治市 宇治宇文字2-27,0774-22-1243
ビストロdeナカガワ,京都府宇治市 莵道平町5-1,0774-31-8907
からふね屋珈琲店 小倉店,京都府宇治市 小倉町春日森84-1,0774-21-2957
喫茶 YABE,京都府宇治市 宇治里尻2-5,0774-21-2492
コーヒーハウス花の家,京都府宇治市 大久保町北ノ山101-18,0774-44-5874
チャイム,京都府宇治市 五ケ庄平野57-12,0774-31-8901
茶房 櫟,京都府宇治市 宇治又振66-4,0774-22-7140
かわずや,京都府宇治市 伊勢田町井尻1-17,0774-43-1948
スタミナラーメン 宇治店,京都府宇治市 伊勢田町名木2-1-208,0774-45-2517
和食処 SATORI 〜茶菟里〜,京都府宇治市 宇治塔川20-21,0774-21-2126
浪花鮓,京都府宇治市 莵道平町9-1,0774-33-0999
いなかもん,京都府宇治市 木幡内畑34-11,0774-31-6164
つくし,京都府宇治市 木幡西中44-10,0774-31-8750
宇治日和,京都府宇治市 宇治又振59-3,0774-23-6631
いずみや,京都府宇治市 宇治壱番1-3,0774-21-4308
あんあん・和カフェ,京都府宇治市 大久保町南ノ口63-23,0774-46-5148
宝善院,京都府宇治市 五ケ庄三番割34-3,0774-32-4683
満天酒場 そら,京都府宇治市 五ケ庄西浦16-4,0774-33-3581
なかよし酒場,京都府宇治市 宇治宇文字2-36,0774-22-8932
PANASH,京都府宇治市 五ケ庄西浦14-21,0774-32-9135
観月,京都府宇治市 宇治塔川119-3,0774-22-2147
きはち,京都府宇治市 伊勢田町浮面38,0774-43-5717
來楓,京都府宇治市 神明宮東19-4,0774-24-2245
れすとらん グランマ 京城苑,京都府宇治市 広野町西裏66-1,0774-46-4030
祭気分,京都府宇治市 小倉町西畑41-24,0774-22-2477
つばめ屋,京都府宇治市 宇治東内13-3,0774-21-9111
藤旬彩ダイニング,京都府宇治市 六地蔵札ノ辻町26-2,0774-32-7733
喫茶坊ちゃん,京都府宇治市 広野町西裏100-65,0774-43-4849
天丼 天ぷら本舗 さん天 宇治木幡店,京都府宇治市 木幡東中32-4,0774-66-6898
伊藤久右衛門 JR宇治駅前店茶房,京都府宇治市 宇治宇文字16-1,0774-22-0475
喫茶 みすたー,京都府宇治市 小倉町中畑5-43,0774-51-7382
限界灘 大久保店,京都府宇治市 広野町西裏99-16,0774-43-8866
権寿司,京都府宇治市 伊勢田町南遊田5-19,0774-21-6100
Antica Pizzeria L‘ASINELLO,京都府宇治市 宇治妙楽41 大阪屋マーケット,0774-74-8358
ころ家,京都府宇治市 伊勢田町大谷61-89,0774-84-6692
パンの喫茶2525,京都府宇治市 伊勢田町遊田12-189,0774-26-7918
カレー設計事務所,京都府宇治市 五ケ庄西浦32-5,0774-66-4186
Dogs＆Cats Cafe 月と太陽,京都府宇治市 木幡熊小路38-51,0774-94-6009
居酒屋 いろは,京都府宇治市 六地蔵奈良町39-2-1,0774-46-8631
TeaM U,京都府宇治市 宇治乙方60-1,0774-25-3715
平等院表参道 竹林,京都府宇治市宇治蓮華21 平等院表参道,0774-21-7039
餃子の王将 槇島店,京都府宇治市槇島町十六33-4,0774-20-0939
赤のれん,京都府宇治市 大久保町旦椋6-5,0774-44-0900
阿さだ食堂,京都府宇治市 大久保町旦椋1-5,0774-43-0068
福栄食堂,京都府宇治市 広野町小根尾51-8,0774-43-3709
大扇,京都府宇治市 大久保町旦椋19-4,0774-44-1393
たいじ,京都府宇治市 宇治樋ノ尻106-1,0774-21-2451
来来亭 槇島店,京都府宇治市 槇島町十八44-4,0774-20-5260
茶々,京都府宇治市 五ケ庄雲雀島1-61,0774-33-1348
山村珈琲工房,京都府宇治市 広野町小根尾3-1,0774-44-5207
A．B．C．cafe,京都府宇治市 宇治妙楽175-1 2-B,0774-20-1728
居酒屋 日なた,京都府宇治市 大久保町旦椋19-204,0774-46-0508
カフェドウィーン大久保店,京都府宇治市 広野町茶屋裏96-1,0774-46-5878
床の宿 Rigoletto,京都府宇治市 伊勢田町毛語149-4,0774-21-5512
MIKA,京都府宇治市 大久保町上ノ山49-6,0774-44-0555
La Cucina di I．K．U,京都府宇治市 五ヶ庄西浦14-19,0774-66-5140
ブロンコビリー 宇治店,京都府宇治市 広野町桐生谷91-1,0774-74-8929
ビストロバル ホースシュー,京都府宇治市 木幡御園5-16 1F,0774-66-5959
京モモナ,京都府宇治市 宇治弐番38 1F,0774-66-1199
FOR THE LIFE CAFE,京都府宇治市 広野町八軒屋谷25-1,0774-66-3301
京都焼肉 南大門 宇治槇島店,京都府宇治市槇島町中川原207 槇島ジンビル2F,0774-24-6611
乱,京都府宇治市宇治妙楽24-1 ミツダビル1F,0774-21-2275
シェル,京都府宇治市 槇島町三十五56-5,0774-20-1782
居酒屋丸萬,京都府宇治市 槇島町三十五56-19,0774-24-4484
萬福亭,京都府宇治市 槇島町三十五56-24,0774-24-8137
びっくりドンキー 宇治槙島店,京都府宇治市 槇島町二十四57-1,0774-25-6708
酒馳走こころ,京都府宇治市 槇島町三十五56-14,0774-21-6260
理,京都府宇治市 莵道丸山1-160 アミスタビル1F,0774-21-3651
宇治食堂 宇治食堂,京都府宇治市 五ヶ庄 京都大学宇治キャンパス,0774-38-4385
Re：,京都府宇治市 六地蔵奈良町35 北村ビル1F,0774-66-6607
WITTE DE WITH,京都府宇治市 宇治妙楽17-8 中宇治yorin内,0774-25-6335
青少年文化研修道場,京都府宇治市 五ケ庄三番割35 青少年文化研修道場,0774-32-1365
クリーム（CREAM）,京都府宇治市 小倉町山際1-12 伊藤ビル 1F,0774-20-6020
お肉ダイニング きく,京都府宇治市 宇治妙楽4-4 協栄ビル2F,0774-66-2919
快活CLUB 宇治大久保店,京都府宇治市 大久保町平盛65-1 AOKI2F,0774-41-3288
まんしゅう宇治店,京都府宇治市 木幡内畑34-11 ハイショップビル1F,0774-31-6005
SOTAROH’S BAR,京都府宇治市小倉町西浦78-3 オグラステーションパーク2F,090-9718-9966
焼肉 しゃぶしゃぶ 京極堂,京都府宇治市 大久保町旦椋130-11 ハートフルビル1F,0774-45-0015
レストランコラボハウス宇治東店,京都府宇治市 莵道平町28-1 アル・プラザ宇治東3F,0774-33-5712
喫茶 一休,京都府宇治市 宇治塔川6-4 宇治日ノ出園 併設,0774-21-2841
イバール,京都府宇治市 大久保町北ノ山65-4 檜原ビル1F,0774-74-8522
居酒屋Dining DICE,京都府宇治市 小倉町西浦78-3 オグラステ-ションパ-ク2F,0774-25-5118
ハンバーグシチューのお店一（かず）,京都府宇治市 五ケ庄新開14-63 コート黄檗1F,0774-33-1040
しゃぶ葉 宇治小倉店,京都府宇治市 小倉町久保119-2 ビエラ宇治小倉2F,0774-25-3003
うなぎ 和佐,京都府宇治市宇治妙楽178-13 宇治第一ホテル1F,0774-25-8989
焼酎Bar19,京都府宇治市 宇治壱番120-1 宇治共栄ビル1F,050-8881-5192
さぬき太呂,京都府宇治市 宇治樋ノ尻76-1 フレンドマート宇治店1F,0774-21-7772
El Galan,京都府宇治市 広野町西裏1-16 近鉄大久保駅高架下 サンマルシェ大久保,0774-46-5777
Sir Duke,京都府宇治市 木幡西中14-7 静古苑ビル西館2F,0774-33-6952
手作りカレーの店 朱,京都府宇治市 槙島町三十五56-6 M’sビル1F,077-426-7834
マクドナルド槙島店,京都府宇治市槇島町清水４８,0774-21-4916
